Total Bathrooms,AC,NUM_UNITS,ROOMS,BEDRM,RMDL_10,SALEDATE,PRICE,SALE_NUM,GBA,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,ZIPCODE,Census,X,Y,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Hounting_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median,Crime,,,,
2,Y,1,7,3,Yes,12/2/16 0:00,306000,4,912,Good,1,0,1749,3480 23RD STREET SE,20020,7400.09,-76.97097069,38.8465835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2.5,Y,1,7,3,No,7/29/16 0:00,297000,4,1200,Good,1,0,3200,3501 21ST STREET SE,20020,7400.09,-76.97509684,38.8446121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2.5,Y,1,7,3,No,8/16/16 0:00,295000,2,1320,Good,1,0,1920,2008 MISSISSIPPI AVENUE SE,20020,7400.09,-76.97509684,38.8446121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2,Y,1,5,2,Yes,9/2/16 0:00,275000,3,800,Good,1,0,2012,3448 24TH STREET SE,20020,7400.09,-76.96979779,38.84705787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,Y,1,6,3,Yes,6/9/16 0:00,268000,2,1024,Good,1,0,2382,3475 23RD STREET SE,20020,7400.09,-76.972292,38.84564865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2,Y,1,5,2,Yes,4/14/16 0:00,265000,4,800,Good,1,0,2060,3432 23RD STREET SE,20020,7400.09,-76.97097069,38.8465835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2.5,Y,1,7,3,No,1/11/16 0:00,263000,3,1200,Good,1,0,1680,2009 TREMONT STREET SE,20020,7400.09,-76.97530698,38.84577343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2,Y,1,6,2,No,1/21/16 0:00,257000,2,1042,Good,1,0,3747,3442 21ST STREET SE,20020,7400.09,-76.97311856,38.84549807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2,Y,1,5,2,Yes,7/15/16 0:00,251500,3,800,Good,1,0,2159,3404 24TH STREET SE,20020,7400.09,-76.96979779,38.84705787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,Y,1,5,2,Yes,5/16/16 0:00,250000,3,800,Good,1,0,2224,3455 24TH STREET SE,20020,7400.09,-76.97097069,38.8465835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,Y,1,6,2,Yes,6/17/16 0:00,232000,3,800,Good,1,0,2012,3459 23RD STREET SE,20020,7400.09,-76.972292,38.84564865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,Y,1,6,2,No,9/26/16 0:00,226000,4,800,Good,1,0,1894,3427 24TH STREET SE,20020,7400.09,-76.97097069,38.8465835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,Y,1,5,3,No,8/1/16 0:00,215000,2,800,Average,1,0,2036,3423 25TH STREET SE,20020,7400.09,-76.96979779,38.84705787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,N,1,5,2,No,12/13/16 0:00,205000,5,800,Average,1,0,2012,3430 24TH STREET SE,20020,7400.09,-76.96979779,38.84705787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,N,1,6,3,No,8/10/16 0:00,195000,2,1024,Average,1,0,2012,3437 25TH STREET SE,20020,7400.09,-76.96979779,38.84705787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2.5,Y,1,7,3,No,12/9/16 0:00,191534,5,1220,Good,1,0,2129,3417 21ST STREET SE,20020,7400.09,-76.97530698,38.84577343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1,N,1,6,2,No,2/8/16 0:00,185000,3,1024,Average,1,0,2179,3409 25TH STREET SE,20020,7400.09,-76.96979779,38.84705787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
1.5,Y,1,6,2,No,12/8/16 0:00,111000,3,1024,Average,1,0,2012,3453 23RD STREET SE,20020,7400.09,-76.972292,38.84564865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194,1334.893965,,,,
2,Y,1,6,2,Yes,8/12/16 0:00,305000,3,1040,Good,1,0,2103,2026 SAVANNAH PLACE SE,20020,7400.03,-76.97656286,38.84960153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0.004197272,0.983210913,0.001399091,0.002448409,0,0.013990906,0.008394544,0.684155299,1180,0.925423729,0.074576271,29354682,23579,873.6434402,,,,
1,N,1,5,2,No,3/22/16 0:00,225000,2,1843,Average,1,1,13163,1841 ALABAMA AVENUE SE,20020,7400.03,-76.97782699,38.84742474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0.004197272,0.983210913,0.001399091,0.002448409,0,0.013990906,0.008394544,0.684155299,1180,0.925423729,0.074576271,29354682,23579,873.6434402,,,,
1.5,Y,1,6,2,No,4/8/16 0:00,207000,6,850,Good,1,0,1982,1901 SAVANNAH PLACE SE,20020,7400.03,-76.97618898,38.8490507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0.004197272,0.983210913,0.001399091,0.002448409,0,0.013990906,0.008394544,0.684155299,1180,0.925423729,0.074576271,29354682,23579,873.6434402,,,,
1.5,Y,1,5,2,No,2/18/16 0:00,187000,2,800,Average,1,0,1722,1915 ALABAMA AVENUE SE,20020,7400.03,-76.97656286,38.84960153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0.004197272,0.983210913,0.001399091,0.002448409,0,0.013990906,0.008394544,0.684155299,1180,0.925423729,0.074576271,29354682,23579,873.6434402,,,,
3.5,Y,1,8,4,Yes,9/8/16 0:00,529000,6,1815,Good,1,0,3000,1321 VALLEY PLACE SE,20020,7500.03,-76.98865171,38.86289722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
4,N,4,16,8,No,4/4/16 0:00,435000,3,3648,Fair,4,0,10144,2256 HIGH STREET SE,20020,7500.03,-76.98719672,38.86256238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2.5,Y,1,7,3,Yes,4/26/16 0:00,389000,3,1890,Good,1,0,1485,1259 U STREET SE,20020,7500.03,-76.98825219,38.86614775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2.5,Y,1,7,3,Yes,5/20/16 0:00,380000,4,1440,Very Good,1,0,3108,2245 14TH STREET SE,20020,7500.03,-76.98649262,38.86357216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,2,7,4,Yes,6/16/16 0:00,365000,7,1488,Very Good,1,0,1200,2254 MOUNT VIEW PLACE SE,20020,7500.03,-76.98865171,38.86289722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,N,1,5,3,No,8/22/16 0:00,350000,2,1558,Good,1,0,3774,2249 14TH STREET SE,20020,7500.03,-76.98649262,38.86357216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,1,7,4,Yes,11/1/16 0:00,349000,9,992,Very Good,1,0,2470,1344 VALLEY PLACE SE,20020,7500.03,-76.98719672,38.86256238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,N,1,6,4,No,3/29/16 0:00,336500,5,2000,Average,1,0,3315,1319 U STREET SE,20020,7500.03,-76.98651048,38.86585396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,1,6,3,Yes,8/23/16 0:00,330000,5,864,Very Good,1,0,2152,1434 BANGOR STREET SE,20020,7500.03,-76.98626231,38.86084553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,1,6,3,Yes,11/4/16 0:00,330000,4,864,Very Good,1,0,1151,1444 BANGOR STREET SE,20020,7500.03,-76.98626231,38.86084553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,N,1,7,3,No,2/23/16 0:00,310000,2,1416,Average,1,0,2504,1342 VALLEY PLACE SE,20020,7500.03,-76.98719672,38.86256238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,Y,1,5,3,Yes,5/25/16 0:00,285000,5,1140,Good,1,0,1008,2105 13TH STREET SE,20020,7500.03,-76.98804701,38.86518152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1.5,Y,1,6,3,Yes,9/9/16 0:00,252000,7,1740,Good,1,0,2600,1434 V STREET SE,20020,7500.03,-76.9847001,38.86506459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,Y,1,4,2,Yes,2/8/16 0:00,250000,2,1020,Good,1,0,1377,1446 V STREET SE,20020,7500.03,-76.9847001,38.86506459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,Y,1,6,3,Yes,9/21/16 0:00,235000,4,1272,Good,1,0,3108,2243 14TH STREET SE,20020,7500.03,-76.98649262,38.86357216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,1,8,4,Yes,3/28/16 0:00,213330,3,1480,Average,1,0,3168,2126 15TH STREET SE,20020,7500.03,-76.98320693,38.8640951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,1,6,4,Yes,3/31/16 0:00,166000,7,680,Very Good,1,0,2301,1617 1/2 BUTLER STREET SE,20020,7500.03,-76.98447704,38.86071418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
2,Y,1,5,2,Yes,3/9/16 0:00,155000,6,1066,Average,1,0,991,1321 W STREET SE,20020,7500.03,-76.98726292,38.86389081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1.5,N,1,6,3,No,1/6/16 0:00,119700,4,1542,Average,1,0,2264,1349 W STREET SE,20020,7500.03,-76.98649262,38.86357216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,N,1,6,3,No,6/24/16 0:00,86470,5,1121,Average,1,0,1133,1325 W STREET SE,20020,7500.03,-76.98726292,38.86389081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,Y,1,11,8,No,2/25/16 0:00,72000,5,1344,Fair,1,0,2160,1257 U STREET SE,20020,7500.03,-76.98825219,38.86614775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
1,N,1,6,2,Yes,3/2/16 0:00,55000,5,1066,Average,1,0,1268,1319 W STREET SE,20020,7500.03,-76.98726292,38.86389081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658,1394.090383,,,,
3.5,Y,1,15,5,No,6/15/16 0:00,644990,3,2588,Very Good,1,1,7087,1023 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,8,3,No,12/29/16 0:00,630300,2,1476,Very Good,1,0,1875,3429 10TH PLACE SE,20032,7300.04,-76.99200702,38.83950856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,11,3,No,11/30/16 0:00,607775,3,2748,Very Good,1,1,8820,1000 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,13,4,No,10/12/16 0:00,592990,3,2756,Very Good,1,1,15521,1006 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,11,4,No,12/1/16 0:00,575440,4,2298,Very Good,1,1,6536,1002 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,13,4,No,12/5/16 0:00,564592,4,2424,Very Good,1,1,7901,1026 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3,Y,1,11,4,No,10/4/16 0:00,554900,4,2424,Very Good,1,1,4806,1007 TANNER PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,11,3,No,11/23/16 0:00,551710,4,2588,Very Good,1,1,8952,1008 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,11,4,No,5/16/16 0:00,548240,4,2336,Very Good,1,0,6514,1042 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,12,4,No,7/1/16 0:00,540790,4,2468,Very Good,1,1,5785,1508 MISSISSIPPI AVENUE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,11,3,No,10/4/16 0:00,537690,4,2588,Very Good,1,1,7410,1022 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,9,4,No,6/23/16 0:00,532265,3,2264,Very Good,1,1,7031,1036 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,11,4,No,12/29/16 0:00,531345,4,2308,Very Good,1,1,5788,1040 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,12,4,No,6/10/16 0:00,529950,4,2414,Very Good,1,0,5785,1510 MISSISSIPPI AVENUE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3,Y,1,12,3,No,9/28/16 0:00,528915,4,2588,Very Good,1,1,5527,1011 TANNER PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,11,4,No,11/15/16 0:00,525790,3,2588,Very Good,1,1,6560,1001 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,12,4,No,7/25/16 0:00,524990,4,2399,Very Good,1,0,7111,1048 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,14,4,No,7/12/16 0:00,520525,4,2104,Very Good,1,1,7217,1013 TANNER PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,12,4,No,5/12/16 0:00,515000,3,2244,Very Good,1,0,4809,1007 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3,Y,1,9,3,No,11/3/16 0:00,506810,4,1944,Very Good,1,1,6463,1001 TANNER PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3.5,Y,1,7,4,No,6/22/16 0:00,500000,4,2104,Very Good,1,0,4806,1017 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,11,3,No,11/30/16 0:00,495490,4,1944,Very Good,1,1,6903,1010 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3,Y,1,9,3,No,10/11/16 0:00,487807,4,2024,Very Good,1,1,4806,1009 TANNER PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,9,3,No,10/4/16 0:00,481940,4,1808,Very Good,1,1,7905,1030 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
4,Y,1,10,5,Yes,9/2/16 0:00,450000,3,1448,Good,1,0,7133,1015 SAVANNAH STREET SE,20032,7300.04,-76.99110786,38.84203793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
3,Y,1,9,3,No,11/8/16 0:00,426220,4,1944,Very Good,0,1,6031,1000 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,13,3,No,12/2/16 0:00,423670,4,1944,Very Good,1,1,6916,1024 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,9,3,No,12/13/16 0:00,415125,4,1944,Very Good,1,1,6070,1044 COOK DRIVE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
2.5,Y,1,11,3,No,9/27/16 0:00,399485,3,1944,Very Good,1,0,4809,1009 ANDERSON PLACE SE,20032,7300.04,-76.98152011,38.84347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679,478.4687608,,,,
