BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,YR_RMDL,SALEDATE,PRICE,SALE_NUM,GBA,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,CENSUS_TRACT
2,1,Y,,4,2,2005,12/5/16 0:00,525000,2,,,,,,,,0,853,,,,20010,2900
1,0,Y,,3,1,2007,12/5/16 0:00,405000,3,,,,,,,,0,684,,,,20010,2801
1,0,Y,,3,1,2005,12/5/16 0:00,,3,,,,,,,,0,257,,,,20010,2900
1,0,Y,,3,1,1981,12/5/16 0:00,275000,3,,,,,,,,0,209,,,,20009,4002
1,0,N,,2,0,2005,12/5/16 0:00,102000,3,,,,,,,,0,162,,,,20010,2802
2,0,Y,,4,2,,12/5/16 0:00,610000,2,,,,,,,,0,770,,,,20001,3301
1,0,Y,,3,1,1962,12/5/16 0:00,,3,,,,,,,,0,242,,,,20002,8200
2,0,Y,,4,2,,12/5/16 0:00,562900,3,,,,,,,,0,117,,,,20001,4702
2,0,Y,,4,2,2004,12/5/16 0:00,534900,3,,,,,,,,0,987,,,,20002,8002
2,1,Y,,6,3,,12/5/16 0:00,785000,4,,,,,,,,1,820,,,,20002,8200
1,0,Y,,3,1,,12/5/16 0:00,355000,2,,,,,,,,0,329,,,,20002,8001
2,1,Y,,6,2,2017,12/5/16 0:00,3629000,2,,,,,,,,0,3229,,,,20008,501
2,1,Y,,8,3,2000,12/5/16 0:00,1339000,3,,,,,,,,1,651,,,,20005,5002
1,0,Y,,2,0,,12/5/16 0:00,208000,2,,,,,,,,0,344,,,,20024,11000
1,0,Y,,3,0,2009,12/5/16 0:00,309900,3,,,,,,,,0,84,,,,20024,10200
1,1,N,1,6,3,,12/6/16 0:00,575000,2,1188,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,1,1,1102,921 L STREET NE,WASHINGTON,DC,20002,8410
3,1,Y,1,10,4,2014,12/6/16 0:00,835000,5,1320,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,1120,907 F STREET NE,WASHINGTON,DC,20002,8402
3,1,Y,1,6,4,2016,12/6/16 0:00,900000,3,1360,Average,Very Good,Common Brick,Built Up,Hardwood/Carp,2,0,1599,1316 F STREET NE,WASHINGTON,DC,20002,8001
3,1,Y,1,6,3,,12/6/16 0:00,935000,2,1440,Above Average,Good,Common Brick,Built Up,Hardwood,2,2,2115,143 12TH STREET SE,WASHINGTON,DC,20003,6700
1,1,N,1,5,2,1978,12/6/16 0:00,655000,4,1225,Above Average,Good,Common Brick,Metal- Sms,Wood Floor,1,1,979,1220 LINDEN PLACE NE,WASHINGTON,DC,20002,8402
2,0,N,1,7,3,,12/6/16 0:00,,2,2042,Good Quality,Average,Common Brick,Slate,Hardwood,1,1,8250,6221 33RD STREET NW,WASHINGTON,DC,20015,1500
6,1,Y,1,13,7,,12/6/16 0:00,1625000,2,5268,Very Good,Good,Brick/Siding,Comp Shingle,Hardwood,1,4,12673,3128 BIRCH STREET NW,WASHINGTON,DC,20015,1500
3,0,Y,1,9,4,2015,12/6/16 0:00,725000,3,1785,Good Quality,Good,Common Brick,Slate,Hardwood,1,2,3212,1401 LONGFELLOW STREET NW,WASHINGTON,DC,20011,2001
2,1,Y,1,7,3,2017,12/6/16 0:00,510000,4,1280,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood,1,0,3040,803 FLORAL PLACE NW,WASHINGTON,DC,20012,10300
2,0,Y,1,5,3,,12/6/16 0:00,,3,1599,Above Average,Good,Common Brick,Slate,Hardwood,1,1,4725,7100 9TH STREET NW,WASHINGTON,DC,20012,10300
2,1,Y,1,5,3,2007,12/6/16 0:00,540000,6,768,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1379,542 NEWTON PLACE NW,WASHINGTON,DC,20010,3200
1,1,N,1,6,3,,12/6/16 0:00,,3,1386,Average,Average,Common Brick,Built Up,Hardwood,1,0,1252,161 ADAMS STREET NW,WASHINGTON,DC,20001,3301
2,1,N,1,6,4,2018,12/6/16 0:00,630000,2,1541,Above Average,Good,Wood Siding,Comp Shingle,Hardwood,1,1,4988,705 FERN PLACE NW,WASHINGTON,DC,20012,10300
1,0,Y,1,6,3,2001,12/6/16 0:00,699000,5,1336,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2565,435 BUCHANAN STREET NW,WASHINGTON,DC,20011,2202
1,0,N,1,8,4,,12/6/16 0:00,570000,4,1600,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,3465,4113 13TH PLACE NE,WASHINGTON,DC,20017,9503
3,1,Y,1,7,4,2015,12/6/16 0:00,650000,6,2016,Above Average,Good,Aluminum,Comp Shingle,Hardwood/Carp,1,1,4140,3511 24TH STREET NE,WASHINGTON,DC,20018,9400
2,1,Y,1,6,3,,12/6/16 0:00,696585,3,2160,Good Quality,Excellent,Common Brick,Comp Shingle,Hardwood,1,0,1450,3119 FORT LINCOLN DRIVE NE,WASHINGTON,DC,20018,9000
1,0,N,1,6,3,1997,12/6/16 0:00,,5,1184,Average,Average,Brick/Siding,Built Up,Hardwood,1,0,2400,752 19TH STREET NE,WASHINGTON,DC,20002,8904
2,1,Y,1,8,3,2015,12/6/16 0:00,,4,1024,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,2383,554 OKLAHOMA AVENUE NE,WASHINGTON,DC,20002,7903
1,0,Y,1,6,3,1997,12/6/16 0:00,,3,1080,Average,Average,Common Brick,Built Up,Carpet,1,0,1200,4336 GAULT PLACE NE,WASHINGTON,DC,20019,7803
1,1,Y,1,7,4,2016,12/6/16 0:00,240000,4,1771,Average,Average,Wood Siding,Comp Shingle,Hardwood,1,1,4834,1511 OLIVE STREET NE,WASHINGTON,DC,20019,9601
3,0,Y,1,7,6,2014,12/6/16 0:00,475000,3,1404,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood,2,1,4500,3436 N STREET SE,WASHINGTON,DC,20019,9901
2,1,Y,1,7,4,,12/6/16 0:00,437500,2,1637,Average,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,6220,1530 38TH STREET SE,WASHINGTON,DC,20020,9901
1,0,Y,1,7,3,1917,12/6/16 0:00,286000,3,992,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,2949,1668 FORT DAVIS STREET SE,WASHINGTON,DC,20020,9902
1,1,N,1,6,3,,12/6/16 0:00,164190,4,1152,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,2522,1718 FRANKFORD STREET SE,WASHINGTON,DC,20020,7407
2,0,Y,1,6,3,2013,12/6/16 0:00,,5,1024,Average,Good,Common Brick,Built Up,Hardwood,1,0,2224,2324 SOUTHERN AVENUE SE,WASHINGTON,DC,20020,7409
1,0,Y,,3,1,1996,12/6/16 0:00,,5,,,,,,,,0,628,,,,20020,7401
2,0,Y,,4,2,2006,12/6/16 0:00,1485000,3,,,,,,,,0,470,,,,20037,5500
1,0,Y,,3,1,1978,12/6/16 0:00,225000,4,,,,,,,,0,660,,,,20017,9201
2,0,Y,,5,2,1978,12/6/16 0:00,545000,3,,,,,,,,0,897,,,,20016,801
1,0,Y,,5,1,1982,12/6/16 0:00,520000,3,,,,,,,,0,1712,,,,20016,1002
1,0,N,,4,1,2003,12/6/16 0:00,315000,4,,,,,,,,0,284,,,,20010,2801
2,0,Y,,5,2,,12/6/16 0:00,,4,,,,,,,,0,1976,,,,20024,10500
1,0,N,,5,2,2012,12/6/16 0:00,731000,4,,,,,,,,0,439,,,,20009,4001
2,0,Y,,5,2,1978,12/6/16 0:00,1400000,4,,,,,,,,0,675,,,,20009,4001
2,0,Y,,4,2,,12/6/16 0:00,734900,2,,,,,,,,0,376,,,,20024,10200
2,1,Y,2,8,3,2003,12/7/16 0:00,970000,4,1728,Above Average,Average,Common Brick,Built Up,Hardwood,2,1,960,1741 SEATON STREET NW,WASHINGTON,DC,20009,4201
1,1,Y,1,5,2,2013,12/7/16 0:00,460000,7,744,Average,Good,Common Brick,Built Up,Hardwood,1,0,720,933 8TH STREET NE,WASHINGTON,DC,20002,8410
2,0,N,1,6,4,2008,12/7/16 0:00,875000,4,1684,Good Quality,Good,Common Brick,Built Up,Hardwood,1,0,1617,620 14TH STREET NE,WASHINGTON,DC,20002,8001
2,0,Y,1,7,3,,12/7/16 0:00,855500,3,1020,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,3347,3528 WHITEHAVEN PARKWAY NW,WASHINGTON,DC,20007,300
2,0,Y,1,8,4,2000,12/7/16 0:00,958600,5,1430,Very Good,Good,Common Brick,Built Up,Hardwood,1,1,2174,1531 44TH STREET NW,WASHINGTON,DC,20007,802
1,2,Y,1,6,3,,12/7/16 0:00,770000,4,1599,Very Good,Good,Brick/Stucco,Comp Shingle,Hardwood,1,2,3713,3020 LEGATION STREET NW,WASHINGTON,DC,20015,1402
3,1,Y,1,10,4,,12/7/16 0:00,,4,4122,Very Good,Good,Common Brick,Shingle,Hardwood,1,1,11658,4863 COLORADO AVENUE NW,WASHINGTON,DC,20011,2600
1,1,N,1,7,3,,12/7/16 0:00,689000,6,1280,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1650,1341 MERIDIAN PLACE NW,WASHINGTON,DC,20010,2900
2,1,Y,1,6,3,,12/7/16 0:00,,3,1760,Above Average,Average,Brick/Siding,Comp Shingle,Hardwood,1,0,3024,7432 8TH STREET NW,WASHINGTON,DC,20012,10300
2,0,N,1,6,3,2016,12/7/16 0:00,855000,4,1344,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1170,1313 FLORIDA AVENUE NW,WASHINGTON,DC,20009,3600
1,1,Y,1,8,3,,12/7/16 0:00,500000,4,1422,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1863,822 MISSOURI AVENUE NW,WASHINGTON,DC,20011,2101
1,1,Y,1,6,3,,12/7/16 0:00,710000,3,1456,Above Average,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,2074,331 U STREET NW,WASHINGTON,DC,20001,3400
3,1,Y,1,6,4,2016,12/7/16 0:00,760000,6,1472,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,2353,4614 KANSAS AVENUE NW,WASHINGTON,DC,20011,2201
2,0,N,1,6,3,2010,12/7/16 0:00,,6,1152,Average,Good,Wood Siding,Comp Shingle,Hardwood,1,1,3123,6019 8TH STREET NW,WASHINGTON,DC,20011,1901
2,0,N,1,6,3,2012,12/7/16 0:00,,3,1678,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,2850,617 UPSHUR STREET NW,WASHINGTON,DC,20011,2400
1,1,Y,0,10,3,2012,12/7/16 0:00,649900,4,1528,Above Average,Good,Brick/Stone,Built Up,Hardwood,1,2,1686,5415 4TH STREET NW,WASHINGTON,DC,20011,2102
2,1,N,1,6,3,,12/7/16 0:00,575000,2,1470,Above Average,Average,Brick/Siding,Built Up,Hardwood,1,1,3149,4314 12TH STREET NE,WASHINGTON,DC,20017,9504
3,1,Y,1,6,4,2016,12/7/16 0:00,805000,4,1170,Average,Very Good,Common Brick,Slate,Hardwood,1,0,2400,1143 OATES STREET NE,WASHINGTON,DC,20002,8802
1,0,N,1,6,3,,12/7/16 0:00,405000,5,1376,Average,Average,Common Brick,Built Up,Hardwood,1,1,1250,1135 QUEEN STREET NE,WASHINGTON,DC,20002,8802
3,1,Y,1,7,3,2016,12/7/16 0:00,648000,8,1280,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,0,1600,546 24TH STREET NE,WASHINGTON,DC,20002,7903
2,1,Y,1,6,3,,12/7/16 0:00,718670,3,2160,Good Quality,Excellent,Common Brick,Comp Shingle,Hardwood,1,0,2307,3123 FORT LINCOLN DRIVE NE,WASHINGTON,DC,20018,9000
2,0,Y,1,6,3,1977,12/7/16 0:00,290000,2,1383,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2336,213 ANACOSTIA AVENUE NE,WASHINGTON,DC,20019,9604
3,1,Y,1,4,3,2007,12/7/16 0:00,565000,5,1128,Average,Good,Vinyl Siding,Metal- Sms,Hardwood/Carp,1,0,780,1653 GALES STREET NE,WASHINGTON,DC,20002,7901
1,0,Y,1,5,2,1992,12/7/16 0:00,210000,3,832,Average,Average,Common Brick,Built Up,Hardwood,1,0,1456,3332 AMES STREET NE,WASHINGTON,DC,20019,9604
2,0,Y,1,10,4,2004,12/7/16 0:00,275000,3,1904,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,3544,5021 SHERIFF ROAD NE,WASHINGTON,DC,20019,7809
2,0,Y,1,6,2,,12/7/16 0:00,,10,1366,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,2746,4974 JUST STREET NE,WASHINGTON,DC,20019,7809
1,0,N,1,8,3,,12/7/16 0:00,,3,1152,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,2552,1713 ERIE STREET SE,WASHINGTON,DC,20020,7407
1,1,Y,1,7,3,,12/7/16 0:00,115000,3,1179,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,1386,712 BONINI ROAD SE,WASHINGTON,DC,20032,9811
2,0,Y,,4,2,,12/7/16 0:00,529900,2,,,,,,,,0,416,,,,20011,2400
2,1,Y,,4,2,,12/7/16 0:00,630000,4,,,,,,,,1,1906,,,,20016,801
2,1,Y,,4,2,,12/7/16 0:00,1199000,3,,,,,,,,1,2966,,,,20007,100
1,0,Y,,3,1,1987,12/7/16 0:00,470500,4,,,,,,,,1,269,,,,20037,5500
1,1,Y,,3,1,,12/7/16 0:00,510000,3,,,,,,,,0,198,,,,20005,5201
2,0,Y,,5,2,2004,12/7/16 0:00,490000,4,,,,,,,,0,447,,,,20009,3700
2,0,Y,,4,2,,12/7/16 0:00,,4,,,,,,,,0,486,,,,20009,3800
2,0,Y,,4,2,,12/7/16 0:00,690000,2,,,,,,,,0,426,,,,20011,2502
1,0,Y,,3,1,2008,12/7/16 0:00,305500,3,,,,,,,,1,258,,,,20002,8001
2,0,Y,,5,2,1977,12/7/16 0:00,850000,3,,,,,,,,0,812,,,,20008,4100
1,0,Y,,3,1,,12/7/16 0:00,360000,3,,,,,,,,0,341,,,,20024,10200
2,0,Y,,5,2,,12/7/16 0:00,,2,,,,,,,,0,1626,,,,20024,11000
1,0,Y,,3,1,2005,12/7/16 0:00,,3,,,,,,,,0,78,,,,20001,4702
1,1,Y,,4,1,,12/7/16 0:00,460000,3,,,,,,,,0,96,,,,20004,5800
2,1,N,1,8,4,,12/8/16 0:00,,2,2443,Very Good,Average,Common Brick,Built Up,Hardwood,1,0,1190,1763 U STREET NW,WASHINGTON,DC,20009,4201
3,1,Y,2,10,4,2011,12/8/16 0:00,1576000,5,2233,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,2,2155,2014 15TH STREET NW,WASHINGTON,DC,20009,4300
2,1,Y,1,8,3,,12/8/16 0:00,915000,3,1244,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,608,1217 V STREET NW,WASHINGTON,DC,20009,4400
2,0,Y,1,6,2,,12/8/16 0:00,,5,1256,Average,Good,Common Brick,Built Up,Hardwood,1,0,1333,1819 T STREET NW,WASHINGTON,DC,20009,4202
2,1,Y,1,8,3,2005,12/8/16 0:00,1110000,4,2127,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,1850,1318 10TH STREET NW,WASHINGTON,DC,20001,4902
2,0,Y,2,7,3,2009,12/8/16 0:00,825000,7,1584,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,0,1150,1526 1ST STREET NW,WASHINGTON,DC,20001,4600
4,0,N,4,12,4,1964,12/8/16 0:00,862000,2,2075,Very Good,Fair,Common Brick,Metal- Sms,Hardwood,4,1,1481,126 6TH STREET NE,WASHINGTON,DC,20002,8200
3,0,N,1,6,2,2010,12/8/16 0:00,,2,1942,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,1,2,2070,16 9TH STREET SE,WASHINGTON,DC,20003,6700
3,1,N,2,7,4,,12/8/16 0:00,670000,4,2295,Above Average,Average,Common Brick,Built Up,Wood Floor,2,2,2135,1817 EAST CAPITOL STREET SE,WASHINGTON,DC,20003,6801
2,1,Y,1,8,3,2008,12/8/16 0:00,1104600,4,1836,Good Quality,Good,Common Brick,Slate,Hardwood,1,0,1608,2309 39TH STREET NW,WASHINGTON,DC,20007,300
3,2,Y,1,10,4,2013,12/8/16 0:00,1335000,4,2324,Excellent,Good,Common Brick,Slate,Hardwood,1,1,6685,4907 UPTON STREET NW,WASHINGTON,DC,20016,901
2,1,Y,1,7,4,,12/8/16 0:00,1250000,4,2306,Very Good,Average,Stone/Siding,Slate,Hardwood,1,1,13540,5053 LOUGHBORO ROAD NW,WASHINGTON,DC,20016,901
2,1,Y,1,7,2,2002,12/8/16 0:00,803500,2,1182,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,3086,5314 CHEVY CHASE PARKWAY NW,WASHINGTON,DC,20015,1402
4,2,Y,1,13,5,1973,12/8/16 0:00,1395000,2,4000,Superior,Average,Common Brick,Built Up,Hardwood,1,3,2000,2548 MASSACHUSETTS AVENUE NW,WASHINGTON,DC,20008,4100
3,0,Y,1,8,4,2012,12/8/16 0:00,,4,1637,Very Good,Good,Common Brick,Slate,Hardwood,1,2,4704,6011 UTAH AVENUE NW,WASHINGTON,DC,20015,1500
2,3,Y,1,8,5,1995,12/8/16 0:00,363223,2,2522,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,8504,4320 ARGYLE TERRACE NW,WASHINGTON,DC,20011,2600
1,2,N,1,6,3,,12/8/16 0:00,880000,3,2100,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,1,2539,4217 16TH STREET NW,WASHINGTON,DC,20011,2501
3,1,Y,1,6,4,2016,12/8/16 0:00,610000,3,1208,Average,Good,Common Brick,Built Up,Hardwood,1,0,2723,600 TEWKESBURY PLACE NW,WASHINGTON,DC,20012,1901
1,0,N,1,6,3,,12/8/16 0:00,650000,3,928,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1312,424 DELAFIELD PLACE NW,WASHINGTON,DC,20011,2202
3,1,Y,1,6,3,2016,12/8/16 0:00,508000,3,1054,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,1414,710 SHERIDAN STREET NW,WASHINGTON,DC,20011,1901
3,1,Y,1,9,4,,12/8/16 0:00,705000,6,2182,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood,1,0,3025,5510 4TH STREET NE,WASHINGTON,DC,20011,9507
2,1,Y,1,7,3,,12/8/16 0:00,,4,1120,Above Average,Good,Vinyl Siding,Typical,Default,1,0,3042,4730 6TH PLACE NE,WASHINGTON,DC,20017,9509
2,2,N,1,6,3,2010,12/8/16 0:00,515000,5,1170,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1152,1110 OWEN PLACE NE,WASHINGTON,DC,20002,8802
1,1,Y,1,7,3,,12/8/16 0:00,,3,1152,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,1958,4115 18TH STREET NE,WASHINGTON,DC,20018,9400
2,1,Y,1,6,3,2015,12/8/16 0:00,500000,3,1152,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,1747,4121 18TH STREET NE,WASHINGTON,DC,20018,9400
1,0,N,1,5,2,,12/8/16 0:00,,2,1083,Above Average,Average,Stucco,Comp Shingle,Hardwood,1,1,2650,3619 24TH STREET NE,WASHINGTON,DC,20018,9400
3,1,Y,1,6,3,2015,12/8/16 0:00,639000,3,1080,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,960,1638 ROSEDALE STREET NE,WASHINGTON,DC,20002,7901
2,0,N,1,6,3,1995,12/8/16 0:00,,3,960,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1024,1904 ROSEDALE STREET NE,WASHINGTON,DC,20002,7903
1,0,N,1,6,2,,12/8/16 0:00,215000,2,832,Average,Average,Common Brick,Built Up,Hardwood,1,0,1567,209 33RD STREET NE,WASHINGTON,DC,20019,9604
1,1,N,1,6,3,,12/8/16 0:00,455000,3,1024,Average,Average,Common Brick,Built Up,Hardwood,1,0,1902,1825 E STREET NE,WASHINGTON,DC,20002,7901
3,1,Y,1,12,7,,12/8/16 0:00,415000,4,2129,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,0,4938,4800 DIX STREET NE,WASHINGTON,DC,20019,7804
1,0,N,1,6,3,,12/8/16 0:00,,2,1386,Average,Average,Aluminum,Comp Shingle,Hardwood,1,0,4242,4265 BROOKS STREET NE,WASHINGTON,DC,20019,7803
1,1,Y,1,7,3,,12/8/16 0:00,,2,1200,Average,Average,Common Brick,Built Up,Hardwood,1,0,3149,224 DIVISION AVENUE NE,WASHINGTON,DC,20019,7804
2,0,N,1,6,2,2017,12/8/16 0:00,270000,4,914,Average,Good,Shingle,Comp Shingle,Hardwood,1,0,4914,5040 HANNA PLACE SE,WASHINGTON,DC,20019,7707
3,1,Y,1,9,4,2015,12/8/16 0:00,570000,4,1750,Above Average,Good,Hardboard,Comp Shingle,Hardwood,1,0,3793,1714 25TH STREET SE,WASHINGTON,DC,20020,7604
1,0,Y,1,5,2,,12/8/16 0:00,,4,1044,Average,Average,Common Brick,Built Up,Hardwood,1,0,1489,111 TRENTON PLACE SE,WASHINGTON,DC,20032,10400
1,1,Y,1,6,2,,12/8/16 0:00,111000,3,1024,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,2012,3453 23RD STREET SE,WASHINGTON,DC,20020,7409
1,0,Y,,3,1,,12/8/16 0:00,20000,2,,,,,,,,0,790,,,,20020,7502
1,0,Y,,3,1,,12/8/16 0:00,15000,3,,,,,,,,0,790,,,,20020,7502
1,0,Y,,3,1,,12/8/16 0:00,20000,2,,,,,,,,0,790,,,,20020,7502
1,0,Y,,4,1,,12/8/16 0:00,295000,4,,,,,,,,0,168,,,,20392,400
2,0,N,,4,2,,12/8/16 0:00,616000,3,,,,,,,,0,222,,,,20037,5500
1,0,Y,,3,0,1979,12/8/16 0:00,335000,4,,,,,,,,0,95,,,,20036,5500
1,0,Y,,3,1,,12/8/16 0:00,429900,2,,,,,,,,0,196,,,,20002,8802
1,0,Y,,3,1,,12/8/16 0:00,,3,,,,,,,,0,101,,,,20005,10100
2,0,Y,,3,1,2005,12/8/16 0:00,677500,3,,,,,,,,1,563,,,,20009,3800
2,0,Y,,4,2,,12/8/16 0:00,633000,3,,,,,,,,0,720,,,,20009,3700
1,0,Y,,3,1,2016,12/8/16 0:00,385000,2,,,,,,,,0,485,,,,20002,9203
1,0,Y,,3,1,,12/8/16 0:00,353000,4,,,,,,,,0,303,,,,20001,3301
2,0,Y,,5,2,,12/8/16 0:00,,4,,,,,,,,0,527,,,,20009,3600
2,0,Y,,4,2,,12/8/16 0:00,570000,2,,,,,,,,0,380,,,,20010,2502
2,1,Y,,4,2,2004,12/8/16 0:00,,5,,,,,,,,1,915,,,,20002,8002
1,0,Y,,2,0,1980,12/8/16 0:00,200000,3,,,,,,,,0,459,,,,20008,1302
1,0,Y,,3,1,1979,12/8/16 0:00,352000,5,,,,,,,,0,346,,,,20009,4001
2,0,Y,,4,2,,12/8/16 0:00,570000,3,,,,,,,,0,343,,,,20001,4801
1,0,Y,,2,0,,12/8/16 0:00,335000,4,,,,,,,,0,18,,,,20004,5800
2,1,N,1,5,3,2001,12/9/16 0:00,865000,4,1380,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,1293,619 12TH STREET NE,WASHINGTON,DC,20002,8402
3,1,Y,1,8,3,,12/9/16 0:00,,2,3312,Excellent,Average,Common Brick,Metal- Sms,Hardwood,1,2,2536,1635 SUTERS LANE NW,WASHINGTON,DC,20007,100
7,1,Y,1,13,8,,12/9/16 0:00,2750000,4,5937,Superior,Excellent,Wood Siding,Slate,Hardwood,1,2,5637,4964 ESKRIDGE TERRACE NW,WASHINGTON,DC,20016,902
4,1,Y,1,8,4,2009,12/9/16 0:00,,2,2914,Very Good,Good,Common Brick,Slate,Hardwood,1,1,6463,4615 SEDGWICK STREET NW,WASHINGTON,DC,20016,901
4,1,Y,1,11,6,,12/9/16 0:00,1286575,3,3342,Excellent,Average,Common Brick,Slate,Hardwood,1,1,4886,3820 INGOMAR STREET NW,WASHINGTON,DC,20015,1100
2,1,Y,1,9,4,,12/9/16 0:00,,2,2000,Very Good,Good,Common Brick,Clay Tile,Hardwood,1,1,3690,5120 NEBRASKA AVENUE NW,WASHINGTON,DC,20008,1402
3,1,Y,2,8,5,2016,12/9/16 0:00,947500,2,2004,Very Good,Good,Common Brick,Built Up,Hardwood,2,1,3206,1709 LANIER PLACE NW,WASHINGTON,DC,20009,3900
1,0,Y,1,6,3,2017,12/9/16 0:00,,4,1088,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,1473,732 TEWKESBURY PLACE NW,WASHINGTON,DC,20012,1901
2,1,N,1,6,3,2017,12/9/16 0:00,385000,5,1208,Average,Good,Common Brick,Built Up,Hardwood,1,0,2663,7500 EASTERN AVENUE NW,WASHINGTON,DC,20012,10300
2,0,N,1,6,3,,12/9/16 0:00,,3,1204,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1219,501 QUINTANA PLACE NW,WASHINGTON,DC,20011,1901
1,1,Y,2,6,3,,12/9/16 0:00,,8,1748,Average,Average,Aluminum,Metal- Sms,Hardwood,2,1,1765,4124 7TH STREET NW,WASHINGTON,DC,20011,2400
1,1,N,1,7,3,,12/9/16 0:00,,3,1968,Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,4625,215 ONEIDA STREET NE,WASHINGTON,DC,20011,9505
3,0,Y,1,6,4,2016,12/9/16 0:00,650000,5,1544,Above Average,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,4900,4889 QUEENS CHAPEL TERRACE NE,WASHINGTON,DC,20017,9503
1,0,N,1,5,2,,12/9/16 0:00,240000,3,832,Average,Average,Brick Veneer,Built Up,Hardwood,1,0,1280,339 36TH STREET NE,WASHINGTON,DC,20019,9604
4,0,Y,4,16,4,2017,12/9/16 0:00,567000,4,3188,Average,Good,Common Brick,Built Up,Hardwood,4,0,2618,1511 17TH STREET SE,WASHINGTON,DC,20020,7601
2,1,N,1,12,4,1985,12/9/16 0:00,375000,2,2099,Above Average,Average,Aluminum,Comp Shingle,Hardwood,1,1,14625,2215 31ST STREET SE,WASHINGTON,DC,20020,7604
2,1,Y,1,7,3,,12/9/16 0:00,191534,5,1220,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,2129,3417 21ST STREET SE,WASHINGTON,DC,20020,7409
2,0,Y,,4,2,1978,12/9/16 0:00,306000,2,,,,,,,,0,766,,,,20016,801
1,0,Y,,3,1,2006,12/9/16 0:00,,3,,,,,,,,0,827,,,,20019,9906
2,0,Y,,5,2,,12/9/16 0:00,825000,4,,,,,,,,1,619,,,,20009,3600
1,0,Y,,3,1,2007,12/9/16 0:00,285000,3,,,,,,,,0,708,,,,20003,6801
2,0,Y,,4,2,,12/9/16 0:00,,4,,,,,,,,0,117,,,,20001,4702
1,0,Y,,8,4,1990,12/9/16 0:00,400000,2,,,,,,,,0,2178,,,,20002,8410
2,1,Y,,5,2,,12/9/16 0:00,999000,2,,,,,,,,0,908,,,,20002,8301
1,0,Y,,2,0,1978,12/9/16 0:00,202900,2,,,,,,,,0,205,,,,20008,1302
2,0,Y,,5,2,1986,12/9/16 0:00,,7,,,,,,,,0,449,,,,20008,4100
1,0,Y,,3,1,1998,12/9/16 0:00,365000,3,,,,,,,,1,240,,,,20008,501
2,1,Y,,6,2,2017,12/9/16 0:00,2539000,2,,,,,,,,0,2691,,,,20008,501
